Pair Type,S1 ID,Target ID,Country Match,Name Exact,Name Case Insensitive Exact,Name Token Jaccard,Addr Exact,Addr Token Jaccard
S1-S3,S1-136374250,S3-109450321,True,False,False,0.8,False,0.625
S1-S2,S1-474874323,S2-904312224,True,False,False,0.8,False,1.0
S1-S3,S1-474874323,S3-902496978,True,False,False,1.0,False,0.5
S1-S3,S1-474874323,S3-544381562,True,False,False,0.6,False,0.7
S1-S2,S1-471132641,S2-705900992,True,False,False,0.0,False,0.8571
S1-S2,S1-471132641,S2-405363380,True,False,False,0.0,False,0.5
S1-S3,S1-471132641,S3-381231328,True,False,False,0.6,False,0.625
S1-S3,S1-471132641,S3-904468962,True,False,False,0.2222,False,0.5556
S1-S2,S1-29808691,S2-817634982,True,False,False,0.8333,False,1.0
S1-S2,S1-29808691,S2-361519860,True,False,False,0.6667,False,0.5
S1-S3,S1-29808691,S3-837427388,True,False,False,0.6667,False,0.4444
S1-S3,S1-29808691,S3-242125374,True,False,False,0.8333,False,0.3
S1-S3,S1-118859806,S3-348623092,True,False,False,0.75,False,0.4444
S1-S2,S1-65771527,S2-487539122,True,False,False,0.6667,False,0.875
S1-S3,S1-65771527,S3-195942149,True,False,False,0.8,False,0.3125
S1-S3,S1-65771527,S3-546234496,True,False,False,0.5714,False,0.875
S1-S2,S1-192715670,S2-186149833,True,False,False,0.6,False,0.6667
S1-S3,S1-192715670,S3-766137258,True,False,True,1.0,False,0.0
S1-S2,S1-113508716,S2-268600248,True,False,False,0.75,False,0.0
S1-S2,S1-113508716,S2-58448935,True,False,True,1.0,False,0.7143
S1-S3,S1-113508716,S3-630108102,True,False,False,0.5,False,0.5714
S1-S2,S1-690518517,S2-545029841,True,False,False,0.5,False,0.0
S1-S2,S1-690518517,S2-683385616,True,True,True,1.0,False,1.0
S1-S3,S1-690518517,S3-898196037,True,False,False,0.5,False,0.5
S1-S2,S1-497553094,S2-554947619,True,False,False,0.8,False,0.0
S1-S2,S1-497553094,S2-659247351,True,False,False,0.5,False,1.0
S1-S3,S1-497553094,S3-942087409,True,False,False,0.75,False,0.4286
S1-S2,S1-72753160,S2-770307545,True,False,False,0.6667,False,0.4286
S1-S3,S1-72753160,S3-268005120,True,False,False,0.0,False,0.4286
S1-S3,S1-72753160,S3-547452271,True,True,True,1.0,False,0.6667
S1-S2,S1-694239846,S2-167904480,True,False,False,0.0,False,0.3333
S1-S3,S1-694239846,S3-373444057,True,False,False,0.0,False,0.2727
S1-S3,S1-694239846,S3-985223488,True,False,False,0.0,False,0.25
S1-S2,S1-28584368,S2-734564076,True,True,True,1.0,False,0.75
S1-S3,S1-28584368,S3-393306689,True,False,True,1.0,False,0.5556
S1-S2,S1-443508045,S2-603844184,True,False,False,0.6,False,0.6667
S1-S2,S1-443508045,S2-10522429,True,False,False,0.75,False,0.4286
S1-S3,S1-443508045,S3-551683319,True,False,False,0.6,False,0.4286
S1-S2,S1-250800270,S2-819844132,True,False,False,1.0,False,0.4167
S1-S2,S1-250800270,S2-776392403,True,False,False,0.8,False,0.3333
S1-S3,S1-250800270,S3-470839633,True,False,False,0.75,False,0.3571
S1-S3,S1-250800270,S3-771562377,True,False,False,0.75,False,0.5833
S1-S3,S1-452335659,S3-585427999,True,False,False,0.5,False,0.5556
S1-S3,S1-452335659,S3-10665238,True,False,False,0.5,False,0.625
S1-S2,S1-859187965,S2-66668840,True,False,False,0.75,False,1.0
S1-S3,S1-859187965,S3-825960002,True,False,False,0.5,False,0.0
S1-S2,S1-656320289,S2-639136062,True,False,True,1.0,False,1.0
S1-S2,S1-656320289,S2-114870093,True,False,True,1.0,False,0.4286
S1-S3,S1-656320289,S3-446959439,True,False,False,0.6,False,0.375
S1-S3,S1-854644905,S3-176072336,True,False,False,0.0,False,0.8333
S1-S3,S1-854644905,S3-803803253,True,False,False,0.0,False,0.8333
S1-S2,S1-250868287,S2-401606914,True,False,False,0.8,False,0.0
S1-S3,S1-250868287,S3-944444319,True,False,False,0.6,False,0.4286
S1-S3,S1-250868287,S3-908563064,True,False,False,0.8,False,0.25
S1-S2,S1-194511830,S2-305787595,True,False,False,0.25,False,0.9286
S1-S2,S1-194511830,S2-987528887,True,False,False,0.3333,False,0.9286
S1-S2,S1-704615363,S2-139773201,True,False,False,0.75,False,0.4286
S1-S3,S1-704615363,S3-877209426,True,False,False,0.75,False,0.25
S1-S3,S1-704615363,S3-678938087,True,False,False,1.0,False,0.25
S1-S2,S1-136617141,S2-861523226,True,False,False,0.0,False,0.625
S1-S2,S1-136617141,S2-644522566,True,False,False,0.6667,False,0.625
S1-S3,S1-136617141,S3-460810549,True,False,False,0.4,False,0.3
S1-S3,S1-136617141,S3-997392084,True,False,False,1.0,False,0.3
S1-S2,S1-757445758,S2-52453227,True,False,False,0.5,False,0.75
S1-S3,S1-757445758,S3-473512323,True,False,False,0.5,False,0.5
S1-S3,S1-757445758,S3-594490359,True,False,False,1.0,False,0.5
S1-S2,S1-367716891,S2-996454698,True,False,False,1.0,False,0.7143
S1-S3,S1-367716891,S3-991195083,True,False,False,1.0,False,0.2308
S1-S3,S1-367716891,S3-958516252,True,False,False,0.0,False,0.25
S1-S2,S1-10653356,S2-196335005,True,False,False,0.75,False,0.7692
S1-S3,S1-10653356,S3-641848056,True,False,False,0.6,False,0.25
S1-S3,S1-10653356,S3-130676417,True,False,False,0.6,False,0.25
S1-S3,S1-3096293,S3-643372658,True,False,False,0.6667,False,0.3333
S1-S3,S1-3096293,S3-438855267,True,False,False,0.3333,False,0.5455
S1-S2,S1-595720295,S2-375223673,True,True,True,1.0,False,0.5
S1-S2,S1-595720295,S2-949015912,True,False,False,0.6667,False,0.3
S1-S3,S1-595720295,S3-566734687,True,False,False,0.6667,False,0.4444
S1-S2,S1-961080691,S2-300422828,True,False,False,0.2,False,0.4091
S1-S3,S1-961080691,S3-609712303,True,False,False,0.5,False,0.2353
S1-S2,S1-976201975,S2-529710672,True,False,False,0.0,False,0.4
S1-S3,S1-954451343,S3-164877461,True,False,False,0.75,False,0.6923
S1-S2,S1-204169498,S2-180051850,True,False,False,0.6667,False,0.7273
S1-S2,S1-204169498,S2-108273004,True,False,False,0.6,False,0.5
S1-S3,S1-204169498,S3-128675411,True,False,False,0.6667,False,0.2857
S1-S2,S1-949101584,S2-182285233,True,False,False,0.0,False,0.4167
S1-S2,S1-949101584,S2-816793669,True,False,False,0.0,False,1.0
S1-S3,S1-949101584,S3-944991694,True,False,False,0.6,False,0.0
S1-S2,S1-436295286,S2-965683902,True,True,True,1.0,False,0.6667
S1-S3,S1-436295286,S3-404801066,True,False,False,0.6667,False,0.5556
S1-S3,S1-436295286,S3-931958584,True,True,True,1.0,False,0.5556
S1-S2,S1-3238886,S2-458634748,True,False,False,0.75,False,0.7143
S1-S3,S1-3238886,S3-318788367,True,False,False,1.0,False,0.3333
S1-S3,S1-3238886,S3-419183001,True,False,False,0.0,False,0.5556
S1-S2,S1-595472999,S2-137656060,True,False,False,0.75,False,0.55
S1-S3,S1-595472999,S3-831296679,True,False,False,0.5,False,0.7059
S1-S3,S1-595472999,S3-974057825,True,False,False,0.6667,False,0.6471
S1-S2,S1-385992518,S2-601253519,True,False,False,0.3333,False,1.0
S1-S3,S1-385992518,S3-285515151,True,True,True,1.0,False,0.6667
S1-S2,S1-406633796,S2-231727844,True,False,False,0.5,False,0.0
S1-S2,S1-406633796,S2-828709341,True,False,False,0.5,False,0.9231
S1-S3,S1-406633796,S3-108897233,True,False,False,0.5,False,0.4286
S1-S3,S1-406633796,S3-996885078,True,False,False,1.0,False,0.8667
S1-S2,S1-58881362,S2-801972162,True,False,False,0.5,False,0.9474
S1-S2,S1-58881362,S2-312705956,True,False,False,0.6667,False,0.9474
S1-S3,S1-58881362,S3-906568119,True,False,False,0.5,False,0.6667
S1-S2,S1-947032365,S2-355993020,True,False,False,1.0,False,0.6429
S1-S2,S1-947032365,S2-393652653,True,False,False,0.75,False,1.0
S1-S3,S1-947032365,S3-401695952,True,False,False,0.75,False,0.6667
S1-S3,S1-947032365,S3-674668586,True,False,False,0.4286,False,0.6667
S1-S2,S1-291938607,S2-359011238,True,False,False,1.0,False,1.0
S1-S3,S1-291938607,S3-464673454,True,False,False,0.5,False,0.3333
S1-S3,S1-291938607,S3-4925767,True,False,False,1.0,False,0.3333
S1-S2,S1-581322344,S2-548617698,True,False,False,0.5,False,1.0
S1-S3,S1-581322344,S3-980891929,True,False,False,1.0,False,0.4286
S1-S2,S1-508034675,S2-834553263,True,False,False,0.0,False,1.0
S1-S2,S1-508034675,S2-258199990,True,False,False,0.6,False,0.75
S1-S3,S1-508034675,S3-861331757,True,False,False,0.75,False,0.4444
S1-S2,S1-326946397,S2-83664700,True,False,True,1.0,False,1.0
S1-S2,S1-326946397,S2-494661046,True,False,False,1.0,False,0.6667
S1-S3,S1-326946397,S3-619476311,True,False,False,1.0,False,0.0
S1-S3,S1-326946397,S3-886697908,True,False,False,1.0,False,0.375
S1-S2,S1-436928040,S2-790949044,True,False,False,0.75,False,0.7143
S1-S3,S1-436928040,S3-680602306,True,False,False,0.6667,False,0.5
S1-S3,S1-436928040,S3-136599494,True,False,False,0.5,False,0.7143
S1-S2,S1-479546914,S2-9686027,True,False,False,0.3333,False,1.0
S1-S2,S1-479546914,S2-322554322,True,False,False,0.6667,False,1.0
S1-S3,S1-479546914,S3-899742171,True,False,False,0.3333,False,0.6667
S1-S3,S1-479546914,S3-715109951,True,False,False,0.0,False,0.5
S1-S3,S1-341925201,S3-372745675,True,False,False,0.6,False,0.7
S1-S3,S1-341925201,S3-579037653,True,False,False,0.0,False,0.7
S1-S2,S1-511473185,S2-592988681,True,False,False,0.6667,False,0.8
S1-S3,S1-511473185,S3-279475395,True,False,False,1.0,False,0.5714
S1-S3,S1-511473185,S3-661644539,True,False,False,1.0,False,0.5714
S1-S2,S1-367759214,S2-69360341,True,False,False,0.6667,False,0.4444
S1-S2,S1-367759214,S2-384943268,True,True,True,1.0,False,0.4444
S1-S3,S1-367759214,S3-656666670,True,False,False,0.75,False,0.6667
S1-S2,S1-91892740,S2-698166821,True,False,False,0.75,False,1.0
S1-S2,S1-91892740,S2-365552018,True,False,False,1.0,False,0.7143
S1-S2,S1-465085298,S2-290622971,True,False,False,1.0,False,1.0
S1-S3,S1-465085298,S3-673878463,True,False,True,1.0,False,0.0
S1-S2,S1-991442524,S2-174576109,True,False,False,0.5,False,0.75
S1-S2,S1-991442524,S2-696637208,True,False,True,1.0,False,0.5556
S1-S3,S1-991442524,S3-63972393,True,False,False,0.6667,False,0.3636
S1-S2,S1-887289661,S2-467028340,True,True,True,1.0,False,0.8
S1-S2,S1-887289661,S2-12690360,True,False,False,1.0,False,0.4286
S1-S3,S1-887289661,S3-767001954,True,True,True,1.0,False,0.5
S1-S3,S1-887289661,S3-347594621,True,False,False,1.0,False,0.5714
S1-S2,S1-299060201,S2-581544977,True,False,False,0.4,False,0.4286
S1-S3,S1-299060201,S3-823863232,True,False,False,1.0,False,0.375
S1-S3,S1-299060201,S3-835594494,True,False,False,0.6667,False,0.375
S1-S2,S1-638272353,S2-27596558,True,False,False,1.0,False,0.4167
S1-S2,S1-638272353,S2-561697197,True,False,False,0.0,False,0.6667
S1-S3,S1-638272353,S3-800135081,True,False,False,0.6667,True,1.0
S1-S2,S1-234383007,S2-942723425,True,False,False,0.6,False,0.5
S1-S2,S1-234383007,S2-957683544,True,False,True,1.0,False,0.5
S1-S3,S1-234383007,S3-828674277,True,False,False,0.5,False,0.4444
S1-S3,S1-234383007,S3-604872680,True,False,True,1.0,False,0.4
S1-S3,S1-355551907,S3-724864117,True,False,False,0.6,False,0.619
S1-S3,S1-355551907,S3-442156763,True,False,False,0.6,False,0.6316
S1-S2,S1-336080486,S2-194398331,True,False,False,0.3333,False,0.4286
S1-S2,S1-336080486,S2-820809282,True,True,True,1.0,False,0.6667
S1-S3,S1-336080486,S3-582230319,True,False,False,1.0,False,0.5714
S1-S3,S1-336080486,S3-30518087,True,False,False,0.6667,False,0.1
S1-S2,S1-650281196,S2-806460641,True,False,False,0.0,False,0.3846
S1-S2,S1-650281196,S2-493027847,True,False,False,0.3333,False,0.6923
S1-S3,S1-650281196,S3-427189727,True,False,False,0.0,False,0.75
S1-S2,S1-906150686,S2-343364802,True,False,False,0.6,False,0.4286
S1-S2,S1-906150686,S2-597687053,True,False,False,0.6667,False,0.4286
S1-S2,S1-709517579,S2-377300888,True,False,False,1.0,False,1.0
S1-S3,S1-709517579,S3-339131613,True,False,False,0.6667,False,0.625
S1-S3,S1-709517579,S3-358252849,True,False,False,0.5,False,0.625
S1-S2,S1-652188189,S2-463636727,True,False,False,1.0,False,0.6667
S1-S2,S1-652188189,S2-421205584,True,False,False,0.5,False,0.6667
S1-S3,S1-652188189,S3-167222613,True,False,False,0.6667,False,0.7778
S1-S3,S1-652188189,S3-411880627,True,False,False,0.5,False,0.4444
S1-S2,S1-764715378,S2-63872171,True,False,False,0.6,False,1.0
S1-S2,S1-764715378,S2-343751960,True,False,False,0.6,False,1.0
S1-S3,S1-764715378,S3-477862802,True,False,False,0.6667,False,0.0
S1-S3,S1-764715378,S3-888582473,True,False,False,0.6667,False,0.6
S1-S2,S1-85656709,S2-363950888,True,False,False,0.5,False,0.0
S1-S3,S1-85656709,S3-825970537,True,False,False,0.75,False,0.9167
S1-S3,S1-85656709,S3-979816421,True,False,False,0.75,False,0.7143
S1-S2,S1-468679987,S2-935612521,True,False,False,0.0,False,0.4615
S1-S2,S1-468679987,S2-730733046,True,False,False,0.8,False,0.5882
S1-S3,S1-468679987,S3-519935558,True,False,False,0.6667,False,0.5263
S1-S2,S1-851545781,S2-174177728,True,False,False,0.6,False,0.6923
S1-S3,S1-851545781,S3-813351233,True,False,False,1.0,False,0.3571
S1-S2,S1-901145662,S2-395907814,True,False,False,0.0,False,0.6875
S1-S2,S1-901145662,S2-118448077,True,False,False,0.0,False,0.2308
S1-S3,S1-901145662,S3-949534686,True,False,False,0.5,False,0.6667
S1-S2,S1-234694015,S2-811814719,True,False,False,0.6667,False,0.9091
S1-S3,S1-234694015,S3-835688755,True,False,False,0.6667,False,0.6923
S1-S3,S1-234694015,S3-594968293,True,False,False,0.3333,False,0.2308
S1-S2,S1-976568226,S2-940432569,True,False,False,0.5,False,1.0
S1-S3,S1-976568226,S3-537709833,True,False,False,0.6,False,0.7143
S1-S2,S1-686866467,S2-716333865,True,False,False,0.0,False,0.7
S1-S2,S1-686866467,S2-979927445,True,False,False,1.0,False,0.0
S1-S3,S1-686866467,S3-201616836,True,False,False,0.4,False,0.3077
S1-S2,S1-8092572,S2-747450505,True,False,False,0.75,False,0.5
S1-S2,S1-8092572,S2-753575347,True,False,False,0.6,False,0.7143
S1-S3,S1-8092572,S3-862162421,True,False,False,1.0,False,0.5
S1-S3,S1-8092572,S3-269904322,True,False,False,1.0,False,0.7143
S1-S2,S1-469655612,S2-497515770,True,False,False,0.0,False,0.6154
S1-S2,S1-469655612,S2-19684395,True,False,False,1.0,False,1.0
S1-S3,S1-469655612,S3-211635304,True,False,False,0.75,False,0.25
S1-S3,S1-469655612,S3-362426969,True,False,False,0.6667,False,0.25
S1-S2,S1-699429151,S2-80442821,True,False,False,0.0,False,0.7778
S1-S3,S1-699429151,S3-739081557,True,False,False,0.8,False,0.0
S1-S3,S1-699429151,S3-988725397,True,False,False,0.5,False,0.6364
S1-S2,S1-34339466,S2-993174754,True,False,False,0.6667,False,0.75
S1-S3,S1-34339466,S3-471669467,True,False,False,0.6,False,0.7143
S1-S3,S1-34339466,S3-361669980,True,False,False,0.6,False,0.7143
S1-S2,S1-978447130,S2-758309291,True,False,False,0.5,False,0.8
S1-S2,S1-978447130,S2-492764452,True,False,False,1.0,False,1.0
S1-S3,S1-978447130,S3-213141103,True,False,False,0.5,False,0.25
S1-S3,S1-978447130,S3-72986228,True,False,False,0.75,False,0.3333
S1-S2,S1-849539979,S2-375741279,True,False,True,1.0,False,0.3333
S1-S3,S1-849539979,S3-800716071,True,False,False,1.0,False,0.3
S1-S3,S1-849539979,S3-30936744,True,False,False,0.6667,False,0.3
S1-S2,S1-136706883,S2-488306319,True,False,False,0.4,False,0.7143
S1-S2,S1-136706883,S2-457138728,True,False,False,0.25,False,0.8333
S1-S3,S1-956955913,S3-710178245,True,False,False,1.0,False,0.4286
S1-S3,S1-956955913,S3-582051136,True,False,False,0.5,False,0.25
S1-S3,S1-447590208,S3-751816594,True,False,False,1.0,False,0.4286
S1-S2,S1-7855041,S2-615030699,True,False,False,0.5,False,0.5714
S1-S2,S1-7855041,S2-534448779,True,False,False,0.5,False,0.375
S1-S3,S1-7855041,S3-702798548,True,False,False,0.6667,False,0.6667
S1-S3,S1-7855041,S3-109153941,True,False,False,0.75,False,0.4286
S1-S2,S1-353690645,S2-205983194,True,False,False,0.5,False,1.0
S1-S2,S1-353690645,S2-131182845,True,False,False,0.0,False,0.7143
S1-S3,S1-353690645,S3-317319813,True,False,False,0.6,False,0.375
S1-S3,S1-353690645,S3-260368442,True,False,True,1.0,False,0.5556
S1-S2,S1-822127742,S2-406375075,True,False,False,0.75,False,0.6
S1-S2,S1-822127742,S2-110196276,True,False,False,0.6,False,0.6
S1-S3,S1-822127742,S3-96753497,True,False,True,1.0,False,0.5
S1-S3,S1-215414155,S3-297811820,True,False,False,1.0,False,0.25
S1-S3,S1-215414155,S3-490010392,True,False,False,0.0,False,0.25
S1-S3,S1-249812997,S3-899839510,True,False,False,0.6,False,0.0
S1-S2,S1-217354584,S2-394634761,True,False,False,1.0,False,0.5714
S1-S2,S1-217354584,S2-24919532,True,False,False,1.0,False,0.5
S1-S3,S1-217354584,S3-835387681,True,False,False,0.6667,False,0.4
S1-S3,S1-217354584,S3-126357202,True,False,True,1.0,False,0.5
S1-S2,S1-442710300,S2-290549436,True,False,False,0.5,False,0.9286
S1-S3,S1-442710300,S3-916808789,True,False,False,0.4,False,0.4545
S1-S2,S1-862424084,S2-611168012,True,False,False,0.5,False,0.4444
S1-S2,S1-862424084,S2-420086782,True,False,False,1.0,False,0.625
S1-S3,S1-862424084,S3-738200349,True,False,False,0.75,False,0.5
S1-S3,S1-862424084,S3-824266431,True,False,False,0.4,False,0.4
S1-S2,S1-703161239,S2-592660295,True,False,True,1.0,False,0.6667
S1-S2,S1-703161239,S2-534681630,True,False,False,1.0,False,0.6667
S1-S3,S1-703161239,S3-70173348,True,False,False,0.3333,False,0.5
S1-S3,S1-703161239,S3-698622309,True,True,True,1.0,False,0.4167
S1-S2,S1-244870847,S2-866685243,True,False,False,1.0,False,0.7143
S1-S2,S1-244870847,S2-469885049,True,False,False,1.0,False,0.7143
S1-S3,S1-244870847,S3-790447582,True,False,False,0.0,False,0.4444
S1-S2,S1-262584604,S2-641285602,True,False,False,0.6,False,0.9167
S1-S2,S1-262584604,S2-375334252,True,False,False,0.75,False,0.9167
S1-S3,S1-262584604,S3-891458272,True,True,True,1.0,False,0.7857
S1-S3,S1-262584604,S3-774411774,True,False,False,0.6,False,0.2857
S1-S2,S1-864737256,S2-945375370,True,False,False,0.75,False,1.0
S1-S3,S1-864737256,S3-916160675,True,False,False,1.0,False,0.6
S1-S3,S1-864737256,S3-452110435,True,False,False,0.4,False,0.3333
S1-S2,S1-458454681,S2-445080254,True,False,False,0.5,False,0.9286
S1-S2,S1-458454681,S2-248134587,True,False,False,0.6,False,0.9286
S1-S3,S1-458454681,S3-291945066,True,False,False,0.5,False,0.0
S1-S2,S1-192788779,S2-695197939,True,False,False,0.6667,False,1.0
S1-S3,S1-192788779,S3-223342476,True,False,False,0.0,False,0.4
S1-S2,S1-751157046,S2-681408234,True,False,False,0.75,False,1.0
S1-S3,S1-751157046,S3-432475104,True,False,False,0.75,False,0.8947
S1-S2,S1-962609846,S2-233762628,True,False,False,0.0,False,0.4286
S1-S2,S1-962609846,S2-945536119,True,False,False,1.0,False,1.0
S1-S3,S1-962609846,S3-445646627,True,False,False,0.6667,False,0.4286
S1-S2,S1-191505561,S2-447477554,True,False,False,0.0,False,0.6667
S1-S2,S1-191505561,S2-322678717,True,False,False,0.6,False,0.6667
S1-S3,S1-191505561,S3-944442269,True,False,False,0.6,False,0.6667
S1-S3,S1-191505561,S3-410782811,True,False,False,0.6,False,0.6667
S1-S2,S1-414848178,S2-298891327,True,False,False,0.6667,False,1.0
S1-S2,S1-414848178,S2-250981457,True,False,False,0.0,False,0.75
S1-S3,S1-414848178,S3-99314821,True,False,False,1.0,False,0.5
S1-S3,S1-414848178,S3-775272894,True,False,False,0.6667,False,0.5
S1-S2,S1-203846289,S2-597550068,True,False,False,1.0,False,0.5333
S1-S2,S1-203846289,S2-274664661,True,False,False,0.75,False,0.8182
S1-S3,S1-203846289,S3-620381321,True,False,False,0.6,False,0.3077
S1-S3,S1-203846289,S3-61894836,True,False,False,0.6,False,0.3077
S1-S2,S1-810190021,S2-459837944,True,False,True,1.0,False,0.5714
S1-S2,S1-810190021,S2-635589303,True,False,False,0.6667,False,0.5714
S1-S3,S1-810190021,S3-509111655,True,False,False,0.5,False,0.3333
S1-S2,S1-38417695,S2-169206603,True,False,False,0.4,False,0.7143
S1-S2,S1-38417695,S2-312256442,True,False,False,1.0,False,1.0
S1-S3,S1-38417695,S3-932768516,True,False,False,1.0,False,0.4
S1-S2,S1-305323923,S2-502293847,True,False,False,0.0,False,0.7059
S1-S2,S1-305323923,S2-309490643,True,False,False,0.75,False,0.9231
S1-S3,S1-305323923,S3-97025009,True,False,False,0.6,False,0.8571
S1-S3,S1-305323923,S3-580314886,True,False,False,0.0714,False,0.7857
S1-S2,S1-230242068,S2-674200442,True,False,False,0.6667,False,0.7368
S1-S3,S1-230242068,S3-703707774,True,False,False,0.6667,False,0.5294
S1-S3,S1-230242068,S3-514802861,True,False,False,1.0,False,0.5882
S1-S2,S1-983615358,S2-199648132,True,False,False,0.6667,False,0.5714
S1-S3,S1-983615358,S3-639521464,True,False,False,0.0,False,0.5
S1-S3,S1-983615358,S3-607897797,True,False,False,1.0,False,0.3333
S1-S2,S1-518176613,S2-928377855,True,False,False,0.6667,False,0.7143
S1-S3,S1-518176613,S3-208615039,True,False,False,0.5,False,0.625
S1-S2,S1-699027414,S2-976264127,True,False,False,1.0,False,0.5714
S1-S3,S1-699027414,S3-274598869,True,False,False,0.75,False,0.5
S1-S3,S1-699027414,S3-181406832,True,False,False,0.5,False,0.5
S1-S2,S1-51367828,S2-257012684,True,False,False,0.6667,False,0.3333
S1-S3,S1-51367828,S3-591933553,True,False,False,0.4,False,0.7143
S1-S3,S1-51367828,S3-463957454,True,False,True,1.0,False,0.5
S1-S2,S1-583426583,S2-213268112,True,False,True,1.0,False,0.5714
S1-S3,S1-583426583,S3-230180581,True,False,False,1.0,False,0.5714
S1-S3,S1-583426583,S3-438632922,True,False,False,1.0,False,0.7143
S1-S2,S1-201797405,S2-606683793,True,False,False,0.5,False,0.9231
S1-S2,S1-201797405,S2-986281054,True,True,True,1.0,False,0.0
S1-S3,S1-201797405,S3-620333618,True,False,True,1.0,False,0.8
S1-S3,S1-201797405,S3-298461087,True,False,False,0.5,False,0.7333
S1-S2,S1-417534338,S2-200822241,True,False,False,0.6,False,0.4286
S1-S3,S1-417534338,S3-568748680,True,True,True,1.0,False,0.6667
S1-S2,S1-389166814,S2-616219407,True,False,False,0.6667,False,0.7143
S1-S3,S1-389166814,S3-455966354,True,False,False,0.5,False,0.3
S1-S3,S1-389166814,S3-286120275,True,False,False,1.0,False,0.2
S1-S2,S1-820868712,S2-945544435,True,False,False,0.4,False,0.75
S1-S3,S1-820868712,S3-500035801,True,False,False,0.25,False,0.6667
S1-S3,S1-820868712,S3-809613803,True,False,False,0.5,False,0.5385
S1-S2,S1-959147956,S2-999844076,True,False,False,0.3333,False,0.75
S1-S2,S1-959147956,S2-28962965,True,False,False,0.6667,False,1.0
S1-S3,S1-959147956,S3-147834675,True,False,False,0.5,False,0.75
S1-S3,S1-959147956,S3-53350267,True,False,False,0.5,False,0.5556
S1-S2,S1-155620832,S2-447771040,True,False,False,0.6667,False,1.0
S1-S2,S1-155620832,S2-308243085,True,False,False,0.75,False,1.0
S1-S3,S1-155620832,S3-671572070,True,False,False,0.75,False,0.6154
S1-S3,S1-155620832,S3-428630448,True,False,False,0.5,True,1.0
S1-S2,S1-456972157,S2-777010025,True,False,False,0.6,False,0.7143
S1-S2,S1-456972157,S2-684506065,True,False,True,1.0,False,1.0
S1-S3,S1-456972157,S3-891047170,True,False,False,1.0,False,0.3333
S1-S2,S1-852475346,S2-113440288,True,False,True,1.0,False,1.0
S1-S3,S1-852475346,S3-691731809,True,False,False,0.6667,False,0.5
S1-S3,S1-852475346,S3-876107417,True,False,False,0.0,False,0.5
S1-S2,S1-349379491,S2-121758217,True,False,False,0.5,False,0.5
S1-S2,S1-349379491,S2-90078868,True,False,False,0.6667,False,0.7778
S1-S3,S1-349379491,S3-796509559,True,False,False,0.5,False,0.8
S1-S3,S1-349379491,S3-170869497,True,False,False,0.6667,False,0.6
S1-S2,S1-828396544,S2-648044997,True,False,False,0.5,False,0.8333
S1-S2,S1-828396544,S2-140543318,True,False,False,0.6,False,0.8333
S1-S3,S1-828396544,S3-972662768,True,False,False,0.75,False,0.0
S1-S3,S1-828396544,S3-979508502,True,False,False,0.5,True,1.0
S1-S2,S1-112964378,S2-670342235,True,True,True,1.0,False,0.6667
S1-S3,S1-112964378,S3-769335555,True,False,False,0.6667,False,0.5
S1-S3,S1-112964378,S3-370170806,True,False,False,0.4,True,1.0
S1-S2,S1-953882821,S2-266524016,True,False,False,0.5,False,0.7143
S1-S2,S1-953882821,S2-22734685,True,False,False,0.75,False,0.8333
S1-S3,S1-953882821,S3-976868791,True,False,False,0.75,False,0.5
S1-S2,S1-769247199,S2-404387677,True,False,False,0.3333,False,0.4286
S1-S2,S1-769247199,S2-302918890,True,False,False,0.0,False,1.0
S1-S3,S1-769247199,S3-464317531,True,False,False,1.0,False,0.4286
S1-S3,S1-769247199,S3-841968802,True,False,False,0.4,True,1.0
S1-S2,S1-534902259,S2-42883138,True,False,False,0.0,False,0.3636
S1-S2,S1-534902259,S2-372522162,True,False,False,0.75,False,1.0
S1-S3,S1-534902259,S3-290895036,True,False,False,0.0,False,0.2308
S1-S2,S1-172170351,S2-623125357,True,False,False,0.75,False,1.0
S1-S3,S1-172170351,S3-825518563,True,False,False,1.0,False,0.4286
S1-S2,S1-5424379,S2-83596216,True,False,True,1.0,False,0.5455
S1-S3,S1-5424379,S3-206122262,True,False,False,1.0,False,0.6364
S1-S3,S1-5424379,S3-730092093,True,False,False,1.0,False,0.7
S1-S2,S1-111748123,S2-28965386,True,False,False,1.0,False,0.7778
S1-S2,S1-111748123,S2-394345687,True,False,True,1.0,False,1.0
S1-S3,S1-111748123,S3-492311680,True,False,False,0.2857,False,0.625
S1-S2,S1-900132291,S2-655363416,True,False,False,1.0,False,0.4211
S1-S2,S1-900132291,S2-179323616,True,False,False,0.8333,False,0.4211
S1-S3,S1-900132291,S3-289354282,True,False,False,0.0,False,0.6154
S1-S2,S1-455359236,S2-900737997,True,False,True,1.0,False,0.5714
S1-S2,S1-455359236,S2-856806208,True,False,False,0.5,False,0.5714
S1-S3,S1-455359236,S3-555526085,True,False,False,0.6667,False,0.5
S1-S3,S1-455359236,S3-989930053,True,False,False,1.0,False,0.5714
S1-S2,S1-676764762,S2-319401201,True,False,False,0.6,False,1.0
S1-S2,S1-676764762,S2-632667911,True,False,False,0.8,False,0.875
S1-S2,S1-638170897,S2-155217491,True,False,False,0.3333,False,0.6667
S1-S2,S1-638170897,S2-698951312,True,False,False,0.6,False,0.6667
S1-S3,S1-638170897,S3-326399648,True,False,False,0.6,False,0.25
S1-S2,S1-453804670,S2-14558045,True,False,False,0.6,False,0.7
